"Relative Time (Process)","train50-dali - system/gpu.0.gpu","train50-dali - system/gpu.0.gpu__MIN","train50-dali - system/gpu.0.gpu__MAX"
"41625.725122937","86","86","86"
"41640.725109987","86","86","86"
"41655.725213107","96","96","96"
"41670.726578201","25","25","25"
"41685.725731821","75","75","75"
"41700.72530379","73","73","73"
"41715.725734752","91","91","91"
"41730.726489028","67","67","67"
"41745.725364943","78","78","78"
"41760.72489167","98","98","98"
"41775.725056217","67","67","67"
"41790.726323645","61","61","61"
"41805.725848337","82","82","82"
"41820.725648566","84","84","84"
"41835.725584149","70","70","70"
"41850.726561219","98","98","98"
"41865.725349782","85","85","85"
"41880.725519504","54","54","54"
"41895.72552023","91","91","91"
"41910.726194379","95","95","95"
"41925.725840484","85","85","85"
"41940.725032212","84","84","84"
"41955.72479728","76","76","76"
"41970.726726942","88","88","88"
"41985.726219043","75","75","75"
"42000.724969898","78","78","78"
"42015.725216213","68","68","68"
"42030.732057006","70","70","70"
"42045.727038356","94","94","94"
"42060.725442073","82","82","82"
"42075.725480524","54","54","54"
"42090.726470618","84","84","84"
"42105.726984829","92","92","92"
"42120.725117111","76","76","76"
"42135.725430536","68","68","68"
"42150.725065765","81","81","81"
"42165.727743186","85","85","85"
"42180.725222286","94","94","94"
"42195.725306792","76","76","76"
"42210.725787388","88","88","88"
"42225.727200099","74","74","74"
"42240.72488963","93","93","93"
"42255.724878653","60","60","60"
"42270.725319673","73","73","73"
"42285.726881647","55","55","55"
"42300.725497028","85","85","85"
"42315.724869963","75","75","75"
"42330.725097114","66","66","66"
"42345.7264139","88","88","88"
"42360.725973482","81","81","81"
"42375.724939368","77","77","77"
"42390.725852419","91","91","91"
"42405.726273856","60","60","60"
"42420.725324703","69","69","69"
"42435.725390721","75","75","75"
"42450.725659533","81","81","81"
"42465.72648457","95","95","95"
"42480.726188644","68","68","68"
"42495.72586867","75","75","75"
"42510.725776839","86","86","86"
"42525.725459414","78","78","78"
"42540.727444815","78","78","78"
"42555.7253607","78","78","78"
"42570.725597895","94","94","94"
"42585.725902615","93","93","93"
"42600.727577861","83","83","83"
"42615.725497345","90","90","90"
"42630.725240131","91","91","91"
"42645.726125941","88","88","88"
"42660.729251997","86","86","86"
"42675.725592248","86","86","86"
"42690.724701807","92","92","92"
"42705.725603161","83","83","83"
"42720.726524404","88","88","88"
"42735.725506776","79","79","79"
"42750.724925219","61","61","61"
"42765.725117485","86","86","86"
"42780.726251683","97","97","97"
"42795.725599861","99","99","99"
"42810.724977034","65","65","65"
"42825.725721806","69","69","69"
"42840.726983491","84","84","84"
"42855.726505536","94","94","94"
"42870.724922032","84","84","84"
"42885.72528459","96","96","96"
"42900.726520537","80","80","80"
"42915.727918812","71","71","71"
"42930.725568669","80","80","80"
"42945.725139741","82","82","82"
"42960.725429554","74","74","74"
"42975.725721432","73","73","73"
"42990.725279348","74","74","74"
"43005.725403955","73","73","73"
"43020.725151644","80","80","80"
"43035.729127724","88","88","88"
"43050.724908224","49","49","49"
"43065.724584081","89","89","89"
"43080.725044473","78","78","78"
"43095.726010869","73","73","73"
"43110.725566822","77","77","77"
"43125.72464184","75","75","75"
"43140.725482551","89","89","89"
"43155.726698488","80","80","80"
"43170.727226758","81","81","81"
"43185.725546713","72","72","72"
"43200.725474357","91","91","91"
"43215.724981618","94","94","94"
"43230.726400203","96","96","96"
"43245.725161852","75","75","75"
"43260.725269301","86","86","86"
"43275.725883983","90","90","90"
"43290.733825873","94","94","94"
"43305.726003197","77","77","77"
"43320.725432004","72","72","72"
"43335.725222312","76","76","76"
"43350.72603057","76","76","76"
"43365.726556651","74","74","74"
"43380.724845296","85","85","85"
"43395.725790193","80","80","80"
"43410.724719105","89","89","89"
"43425.728136474","85","85","85"
"43440.725811816","77","77","77"
"43455.725619446","80","80","80"
"43470.725507487","71","71","71"
"43485.72574338","67","67","67"
"43500.725703439","61","61","61"
"43515.725499427","67","67","67"
"43530.725018589","92","92","92"
"43545.727142507","85","85","85"
"43560.726400224","89","89","89"
"43575.726107443","80","80","80"
"43590.725156775","79","79","79"
"43605.727810962","70","70","70"
"43620.727660673","92","92","92"
"43635.725140104","82","82","82"
"43650.725200917","89","89","89"
"43665.725281084","69","69","69"
"43680.727032124","86","86","86"
"43695.725313262","89","89","89"
"43710.725644633","80","80","80"
"43725.725044674","92","92","92"
"43740.726265366","93","93","93"
"43755.725410623","95","95","95"
"43770.724819896","63","63","63"
"43785.725683709","78","78","78"
"43800.726222972","94","94","94"
"43815.726633102","83","83","83"
"43830.725258564","90","90","90"
"43845.724907845","89","89","89"
"43860.725386265","71","71","71"
"43875.728055482","88","88","88"
"43890.725228936","89","89","89"
"43905.726148908","58","58","58"
"43920.725550894","82","82","82"
"43935.729028552","75","75","75"
"43950.725417882","59","59","59"
"43965.724883204","86","86","86"
"43980.725352417","86","86","86"
"43995.726493508","92","92","92"
"44010.725715847","92","92","92"
"44025.725203211","72","72","72"
"44040.725358401","71","71","71"
"44055.726093256","69","69","69"
"44070.726098086","94","94","94"
"44085.725517366","85","85","85"
"44100.725655775","79","79","79"
"44115.724978781","91","91","91"
"44130.726927146","91","91","91"
"44145.725546754","58","58","58"
"44160.725747959","82","82","82"
"44175.724807097","90","90","90"
"44190.728178361","100","100","100"
"44205.725553224","66","66","66"
"44220.725429972","78","78","78"
"44235.72575935","73","73","73"
"44250.725895441","79","79","79"
"44265.725493786","98","98","98"
"44280.725323375","51","51","51"
"44295.725117327","75","75","75"
"44310.726632225","94","94","94"
"44325.725664677","68","68","68"
"44340.725870334","92","92","92"
"44355.724731343","95","95","95"
"44370.725857384","61","61","61"
"44385.726376243","90","90","90"
"44400.724989434","86","86","86"
"44415.724989148","92","92","92"
"44430.725234878","69","69","69"
"44445.727582038","92","92","92"
"44460.72507672","95","95","95"
"44475.725469371","83","83","83"
"44490.724838539","64","64","64"
"44505.726390721","74","74","74"
"44520.7258423","84","84","84"
"44535.725727321","68","68","68"
"44550.725961214","84","84","84"
"44565.730338208","87","87","87"
"44580.725777845","78","78","78"
"44595.72589806","67","67","67"
"44610.72588579","75","75","75"
"44625.726876908","81","81","81"
"44640.725734477","79","79","79"
"44655.725034803","89","89","89"
"44670.725822169","79","79","79"
"44685.726318453","68","68","68"
"44700.726620599","76","76","76"
"44715.724872583","71","71","71"
"44730.725080755","95","95","95"
"44745.726472291","77","77","77"
"44760.728061035","78","78","78"
"44775.725412396","80","80","80"
"44790.724529134","86","86","86"
"44805.725608996","97","97","97"
"44820.726132594","86","86","86"
"44835.725428532","50","50","50"
"44850.724964367","93","93","93"
"44865.725673675","81","81","81"
"44880.726215641","84","84","84"
"44895.725422777","84","84","84"
"44910.725225733","74","74","74"
"44925.725180825","66","66","66"
"44940.726061872","91","91","91"
"44955.725986348","75","75","75"
"44970.725072196","78","78","78"
"44985.725407751","75","75","75"
"45000.726750485","85","85","85"
"45015.726783396","83","83","83"
"45030.725019494","70","70","70"
"45045.725233744","94","94","94"
"45060.725211492","92","92","92"
"45075.728153905","86","86","86"
"45090.725871015","77","77","77"
"45105.725393739","80","80","80"
"45120.725357638","66","66","66"
"45135.726633058","93","93","93"
"45150.724956474","88","88","88"
"45165.72524251","80","80","80"
"45180.724910588","84","84","84"
"45195.734122949","96","96","96"
"45210.725795045","74","74","74"
"45225.725042408","80","80","80"
"45240.725348278","90","90","90"
"45255.726830577","91","91","91"
"45270.726122849","97","97","97"
"45285.7254222","76","76","76"
"45300.725544658","97","97","97"
"45315.726508425","86","86","86"
"45330.727247256","62","62","62"
"45345.725106849","94","94","94"
"45360.72530347","91","91","91"
"45375.725720051","98","98","98"
"45390.727695627","80","80","80"
"45405.724970705","93","93","93"
"45420.725674002","72","72","72"
"45435.724829937","94","94","94"
"45450.725796331","76","76","76"
"45465.725109652","83","83","83"
"45480.725630441","96","96","96"
"45495.725288239","83","83","83"
"45510.725905074","74","74","74"
"45525.725700814","62","62","62"
"45540.725040846","72","72","72"
"45555.725633741","69","69","69"
"45570.725889448","76","76","76"
"45585.726628085","57","57","57"
"45600.72503758","70","70","70"
"45615.725197503","68","68","68"
"45630.725651711","75","75","75"
"45645.727679338","73","73","73"
"45660.725337671","68","68","68"
"45675.725583383","62","62","62"
"45690.725674608","75","75","75"
"45705.726386801","65","65","65"
"45720.725372748","60","60","60"
"45735.725139166","69","69","69"
"45750.725291986","75","75","75"
"45765.725933669","61","61","61"
"45780.725874741","74","74","74"
"45795.725131037","69","69","69"
"45810.725334861","69","69","69"
"45825.731398173","69","69","69"
"45840.726615294","62","62","62"
"45855.724827822","70","70","70"
"45870.725273321","75","75","75"
"45885.725582","64","64","64"
"45900.726799445","68","68","68"
"45915.725263734","60","60","60"
"45930.724995431","68","68","68"
"45945.725435987","65","65","65"
"45960.727660498","63","63","63"
"45975.725465814","58","58","58"
"45990.724942032","68","68","68"
"46005.725763492","73","73","73"
"46020.726357474","66","66","66"
"46035.725373577","70","70","70"
"46050.725589822","70","70","70"
"46065.72510669","70","70","70"
"46080.726039067","66","66","66"
"46095.725834937","60","60","60"
"46110.725045731","69","69","69"
"46125.725571483","76","76","76"
"46140.725717106","71","71","71"
"46155.726564425","67","67","67"
"46170.725257184","68","68","68"
"46185.725777906","73","73","73"
"46200.725484543","77","77","77"
"46215.727466051","76","76","76"
"46230.725539644","69","69","69"
"46245.725326788","64","64","64"
"46260.725180929","64","64","64"
"46275.727991283","68","68","68"
"46290.72492337","62","62","62"
"46305.724984431","69","69","69"
"46320.725541307","62","62","62"
"46335.726788256","83","83","83"
"46350.72570772","69","69","69"
"46365.725067257","0","0","0"
"46380.725341789","0","0","0"
"46395.725830885","0","0","0"
