"Relative Time (Process)","train50-no-dali - system/gpu.0.gpu","train50-no-dali - system/gpu.0.gpu__MIN","train50-no-dali - system/gpu.0.gpu__MAX"
"41310.633960883","93","93","93"
"41325.632594804","93","93","93"
"41340.63255995","76","76","76"
"41355.63240561","80","80","80"
"41370.635726237","84","84","84"
"41385.633226606","93","93","93"
"41400.63348606","77","77","77"
"41415.63226746","91","91","91"
"41430.632339128","91","91","91"
"41445.635054748","97","97","97"
"41460.632517292","92","92","92"
"41475.632857522","99","99","99"
"41490.632845097","88","88","88"
"41505.633400133","84","84","84"
"41520.632965001","80","80","80"
"41535.632102629","81","81","81"
"41550.632487462","86","86","86"
"41565.63334816","83","83","83"
"41580.63328284","87","87","87"
"41595.632337134","82","82","82"
"41610.632270519","97","97","97"
"41625.633219347","80","80","80"
"41640.632963785","69","69","69"
"41655.63242751","99","99","99"
"41670.632157777","86","86","86"
"41685.632100976","95","95","95"
"41700.63268423","89","89","89"
"41715.632846975","74","74","74"
"41730.631954051","74","74","74"
"41745.632094971","81","81","81"
"41760.633657772","93","93","93"
"41775.632306586","82","82","82"
"41790.632148598","100","100","100"
"41805.632355592","93","93","93"
"41820.633476137","95","95","95"
"41835.633656201","95","95","95"
"41850.632183585","88","88","88"
"41865.632917127","90","90","90"
"41880.633240479","92","92","92"
"41895.635182141","83","83","83"
"41910.632295467","92","92","92"
"41925.632657486","84","84","84"
"41940.632632243","91","91","91"
"41955.635306666","86","86","86"
"41970.631885145","66","66","66"
"41985.632016278","94","94","94"
"42000.63263455","89","89","89"
"42015.633394823","96","96","96"
"42030.632119676","94","94","94"
"42045.632390215","77","77","77"
"42060.632389415","93","93","93"
"42075.63298837","84","84","84"
"42090.633209302","81","81","81"
"42105.631854946","83","83","83"
"42120.632480023","78","78","78"
"42135.632735845","94","94","94"
"42150.634285336","78","78","78"
"42165.632821513","78","78","78"
"42180.633068075","91","91","91"
"42195.633933106","98","98","98"
"42210.635188746","92","92","92"
"42225.632745677","79","79","79"
"42240.632245764","94","94","94"
"42255.632581827","89","89","89"
"42270.632831987","86","86","86"
"42285.632812184","92","92","92"
"42300.632553524","73","73","73"
"42315.632020397","83","83","83"
"42330.63274907","97","97","97"
"42345.632549081","92","92","92"
"42360.631980044","92","92","92"
"42375.632532191","88","88","88"
"42390.633484667","92","92","92"
"42405.633615764","96","96","96"
"42420.632686952","97","97","97"
"42435.632254676","93","93","93"
"42450.633029859","78","78","78"
"42465.634718728","90","90","90"
"42480.632309419","99","99","99"
"42495.632111886","93","93","93"
"42510.632869254","89","89","89"
"42525.634359344","94","94","94"
"42540.632445015","95","95","95"
"42555.632200764","95","95","95"
"42570.632516863","87","87","87"
"42585.63321076","90","90","90"
"42600.632145666","72","72","72"
"42615.632527405","88","88","88"
"42630.63232849","86","86","86"
"42645.633246147","83","83","83"
"42660.632655385","91","91","91"
"42675.632757677","87","87","87"
"42690.631591804","74","74","74"
"42705.632873796","94","94","94"
"42720.633524882","90","90","90"
"42735.632057563","82","82","82"
"42750.63276561","57","57","57"
"42765.6324756","85","85","85"
"42780.634597857","95","95","95"
"42795.631946442","85","85","85"
"42810.632667465","92","92","92"
"42825.632769213","95","95","95"
"42840.63308556","91","91","91"
"42855.632544306","95","95","95"
"42870.632656688","88","88","88"
"42885.632628802","93","93","93"
"42900.632841514","81","81","81"
"42915.632875987","95","95","95"
"42930.63209845","91","91","91"
"42945.632394493","82","82","82"
"42960.63318742","94","94","94"
"42975.63260961","90","90","90"
"42990.632004549","94","94","94"
"43005.631937562","95","95","95"
"43020.632965784","78","78","78"
"43035.633609363","94","94","94"
"43050.632167747","94","94","94"
"43065.632905164","88","88","88"
"43080.633760456","88","88","88"
"43095.634441813","93","93","93"
"43110.632326277","91","91","91"
"43125.632335054","94","94","94"
"43140.632713112","90","90","90"
"43155.635840425","96","96","96"
"43170.634433012","84","84","84"
"43185.632868171","86","86","86"
"43200.632305124","86","86","86"
"43215.633177666","90","90","90"
"43230.632383818","87","87","87"
"43245.632159315","95","95","95"
"43260.632127475","92","92","92"
"43275.633384339","90","90","90"
"43290.632934447","93","93","93"
"43305.631966859","80","80","80"
"43320.63271319","95","95","95"
"43335.633630314","79","79","79"
"43350.635075886","83","83","83"
"43365.632181589","94","94","94"
"43380.631873269","85","85","85"
"43395.632882706","89","89","89"
"43410.633116347","90","90","90"
"43425.632134133","91","91","91"
"43440.632654517","92","92","92"
"43455.632780795","95","95","95"
"43470.633507074","71","71","71"
"43485.632092621","83","83","83"
"43500.632579016","93","93","93"
"43515.63235354","91","91","91"
"43530.633003589","78","78","78"
"43545.632593655","89","89","89"
"43560.632722305","85","85","85"
"43575.632480956","93","93","93"
"43590.633035649","87","87","87"
"43605.633851544","94","94","94"
"43620.632301136","88","88","88"
"43635.632489249","90","90","90"
"43650.633730044","60","60","60"
"43665.634927866","95","95","95"
"43680.632761206","85","85","85"
"43695.632437559","93","93","93"
"43710.632638183","92","92","92"
"43725.633477617","86","86","86"
"43740.631943532","94","94","94"
"43755.632008766","91","91","91"
"43770.632743962","77","77","77"
"43785.637365626","80","80","80"
"43800.632987124","90","90","90"
"43815.632531572","90","90","90"
"43830.632082694","97","97","97"
"43845.633785602","95","95","95"
"43860.632821034","87","87","87"
"43875.632302212","83","83","83"
"43890.632430129","82","82","82"
"43905.634051531","86","86","86"
"43920.633923684","96","96","96"
"43935.632021728","95","95","95"
"43950.632068192","96","96","96"
"43965.632515912","93","93","93"
"43980.632862438","97","97","97"
"43995.632341586","82","82","82"
"44010.631883884","95","95","95"
"44025.632055379","92","92","92"
"44040.633800409","91","91","91"
"44055.632551307","96","96","96"
"44070.632013259","89","89","89"
"44085.631854631","89","89","89"
"44100.633390849","91","91","91"
"44115.632360526","82","82","82"
"44130.632079494","94","94","94"
"44145.631694496","88","88","88"
"44160.633291482","95","95","95"
"44175.633447382","79","79","79"
"44190.632772178","89","89","89"
"44205.632250753","94","94","94"
"44220.633169085","91","91","91"
"44235.633986667","96","96","96"
"44250.632239728","92","92","92"
"44265.632645564","89","89","89"
"44280.633053729","84","84","84"
"44295.632836391","89","89","89"
"44310.631693752","92","92","92"
"44325.632271763","92","92","92"
"44340.631990629","81","81","81"
"44355.632997526","88","88","88"
"44370.63265405","98","98","98"
"44385.631875696","86","86","86"
"44400.632199057","88","88","88"
"44415.637585746","68","68","68"
"44430.632633296","86","86","86"
"44445.632707321","79","79","79"
"44460.632255346","66","66","66"
"44475.633200311","94","94","94"
"44490.632951514","95","95","95"
"44505.632446796","91","91","91"
"44520.632079475","96","96","96"
"44535.632882611","90","90","90"
"44550.633942251","85","85","85"
"44565.63244629","97","97","97"
"44580.632458368","96","96","96"
"44595.633163997","96","96","96"
"44610.635352529","88","88","88"
"44625.631904921","87","87","87"
"44640.632066623","81","81","81"
"44655.632636121","93","93","93"
"44670.633792259","98","98","98"
"44685.632814345","93","93","93"
"44700.632498858","90","90","90"
"44715.63203377","92","92","92"
"44730.633150657","92","92","92"
"44745.632469938","98","98","98"
"44760.631963847","86","86","86"
"44775.632076062","87","87","87"
"44790.63351477","93","93","93"
"44805.632365221","95","95","95"
"44820.632125608","88","88","88"
"44835.632029318","97","97","97"
"44850.633770306","85","85","85"
"44865.634106587","81","81","81"
"44880.632069126","94","94","94"
"44895.6320585","92","92","92"
"44910.632903288","91","91","91"
"44925.634884232","97","97","97"
"44940.632582286","95","95","95"
"44955.631893342","86","86","86"
"44970.632605342","95","95","95"
"44985.632779445","90","90","90"
"45000.63246634","96","96","96"
"45015.631946309","80","80","80"
"45030.632250165","97","97","97"
"45045.637695563","83","83","83"
"45060.636195654","67","67","67"
"45075.632660224","87","87","87"
"45090.631947043","97","97","97"
"45105.633095666","95","95","95"
"45120.633118308","75","75","75"
"45135.63185306","97","97","97"
"45150.632066958","82","82","82"
"45165.632913744","94","94","94"
"45180.633767468","96","96","96"
"45195.6323255","97","97","97"
"45210.631889914","74","74","74"
"45225.632111201","80","80","80"
"45240.632921758","91","91","91"
"45255.632197344","92","92","92"
"45270.632663186","89","89","89"
"45285.63189904","89","89","89"
"45300.63344575","93","93","93"
"45315.632773184","96","96","96"
"45330.63229619","80","80","80"
"45345.631846004","86","86","86"
"45360.633135659","95","95","95"
"45375.633822121","94","94","94"
"45390.632074942","92","92","92"
"45405.632507388","96","96","96"
"45420.631893749","94","94","94"
"45435.63349517","63","63","63"
"45450.633427771","66","66","66"
"45465.632822266","61","61","61"
"45480.63277584","65","65","65"
"45495.633446545","68","68","68"
"45510.63555501","79","79","79"
"45525.632771693","69","69","69"
"45540.632389886","67","67","67"
"45555.632561376","70","70","70"
"45570.633013855","61","61","61"
"45585.632701494","68","68","68"
"45600.632302154","71","71","71"
"45615.632538647","68","68","68"
"45630.633703814","65","65","65"
"45645.633253541","71","71","71"
"45660.632164204","70","70","70"
"45675.632920609","72","72","72"
"45690.632458898","65","65","65"
"45705.636517555","79","79","79"
"45720.632476512","72","72","72"
"45735.632253535","67","67","67"
"45750.632897453","72","72","72"
"45765.633390675","66","66","66"
"45780.632678847","64","64","64"
"45795.631932062","58","58","58"
"45810.631839289","69","69","69"
"45825.63285264","68","68","68"
"45840.63532188","61","61","61"
"45855.632492002","70","70","70"
"45870.632076444","66","66","66"
"45885.632125971","67","67","67"
"45900.634055591","72","72","72"
"45915.632374745","60","60","60"
"45930.631910892","67","67","67"
"45945.632628343","58","58","58"
"45960.633146412","67","67","67"
"45975.632889055","65","65","65"
"45990.631973395","53","53","53"
"46005.632817299","69","69","69"
"46020.632306831","75","75","75"
"46035.634118","64","64","64"
"46050.631805474","68","68","68"
"46065.631987692","70","70","70"
"46080.632483522","67","67","67"
"46095.632543492","59","59","59"
"46110.632315244","70","70","70"
"46125.632517008","69","69","69"
"46140.6322946","59","59","59"
"46155.632753975","64","64","64"
"46170.632010219","0","0","0"
"46185.632499661","0","0","0"
"46200.632508349","0","0","0"
